,abstract,id,journal,keywords,title,year
2121,"We consider experiments for comparing treatments using units that are ordered linearly over time or space within blocks. In addition to the block effect, we assume that a trend effect influences the response. The latter is modeled as a smooth component plus a random term that captures departures from the smooth trend. The model is flexible enough to cover a variety of situations; for instance, most of the effects may be either random or fixed. The information matrix for a design will be a function of several variance parameters. While data will shed light on the values of these parameters, at the design stage, they are unlikely to be known, so we suggest a maximin approach, in which a minimal information matrix is maximized. We derive maximin universally optimal designs and study their robustness. These designs are based on semibalanced arrays. Special cases correspond to results available in the literature.",WOS:000256504400003,ANNALS OF STATISTICS,"['FREE BLOCK-DESIGNS', 'CONSTRUCTION', 'TRENDS', 'EXISTENCE']",Optimal designs for mixed models in experiments based on ordered units,2008
2122,,WOS:000395669800001,R JOURNAL,,Editorial,2016
2123,"In this paper, we first develop a new family of conjugate prior distributions for the cell probability parameters of discrete graphical models Markov with respect to a set P of moral directed acyclic graphs with skeleton a given decomposable graph G. This family, which we call the P-Dirichlet, is a generalization of the hyper Dirichlet given in [Ann. Statist. 21 (1993) 12721317]: it keeps the directed strong hyper Markov property for every DAG in P but increases the flexibility in the choice of its parameters, that is, the hyper parameters.
Our second contribution is a characterization of the P-Dirichlet, which yields, as a corollary, a characterization of the hyper Dirichlet and a characterization of the Dirichlet also. Like the characterization of the Dirichlet given in [Ann. Statist. 25 (1997) 1344-1369], our characterization of the P-Dirichlet is based on local and global independence of the probability parameters and also a separability property explicitly defined here but implicitly used in that paper through the choice of two particular DAGs. Another advantage of our approach is that we need not make the assumption of the existence of a positive density function. We use the method of moments for our proofs.",WOS:000375175200005,ANNALS OF STATISTICS,"['DIRICHLET DISTRIBUTION', 'NEUTRALITIES']",A NEW PRIOR FOR DISCRETE DAG MODELS WITH A RESTRICTED SET OF DIRECTIONS,2016
2124,"Multilevel acceptance sampling for attributes is used to decide whether a lot from an incoming shipment or outgoing production is accepted or rejected when the product has multiple levels of product quality or multiple types of (mutually exclusive) possible defects. This paper describes a package which provides the tools to create, evaluate, plot, and display the acceptance sampling plans for such lots for both fixed and sequential sampling. The functions for calculating cumulative probabilities for several common multivariate distributions (which are needed in the package) are provided as well.",WOS:000293390700001,JOURNAL OF STATISTICAL SOFTWARE,['PLANS'],Multilevel Fixed and Sequential Acceptance Sampling: The R Package MFSAS,2011
2125,"The R graphics engine has new support for rendering raster images via the functions rasterImage() and grid. raster(). This leads to better scaling of raster images, faster rendering to screen, and smaller graphics files. Several examples of possible applications of these new features are described.",WOS:000208590100009,R JOURNAL,,Raster Images in R Graphics,2011
2126,,WOS:000336888400004,ANNALS OF STATISTICS,"['NONCONCAVE PENALIZED LIKELIHOOD', 'VARIABLE SELECTION', 'NP-DIMENSIONALITY', 'ORACLE PROPERTIES', 'LINEAR-MODELS']","DISCUSSION: ""A SIGNIFICANCE TEST FOR THE LASSO""",2014
2127,"High-dimensional statistical tests often ignore correlations to gain simplicity and stability leading to null distributions that depend on functionals of correlation matrices such as their Frobenius norm and other l(r) norms. Motivated by the computation of critical values of such tests, we investigate the difficulty of estimation the functionals of sparse correlation matrices. Specifically, we show that simple plug-in procedures based on thresholded estimators of correlation matrices are sparsity-adaptive and minimax optimal over a large class of correlation matrices. Akin to previous results on functional estimation, the minimax rates exhibit an elbow phenomenon. Our results are further illustrated in simulated data as well as an empirical study of data arising in financial econometrics.",WOS:000363437900014,ANNALS OF STATISTICS,"['HIGH-DIMENSIONAL DATA', 'PRINCIPAL COMPONENT ANALYSIS', 'OPTIMAL ADAPTIVE ESTIMATION', 'OPTIMAL RATES', 'QUADRATIC FUNCTIONALS', 'CONVERGENCE', 'SAMPLE', 'RISK', 'PCA', 'EQUILIBRIUM']",ESTIMATION OF FUNCTIONALS OF SPARSE COVARIANCE MATRICES,2015
2128,"We study the problem of estimability of means in undirected graphical Gaussian models with symmetry restrictions represented by a colored graph. Following on from previous studies, we partition the variables into sets of vertices whose corresponding means are restricted to being identical. We find a necessary and sufficient condition on the partition to ensure equality between the maximum likelihood and least-squares estimators of the mean.",WOS:000307608000016,ANNALS OF STATISTICS,"['COORDINATE-FREE APPROACH', 'INVARIANT NORMAL-MODELS', 'BEHRENS-FISHER PROBLEM', 'MARKOV', 'HYPOTHESES']",ESTIMATION OF MEANS IN GRAPHICAL GAUSSIAN MODELS WITH SYMMETRIES,2012
2129,"In this paper, inference for the parametric component of a semiparametric model based on sampling from the posterior profile distribution is thoroughly investigated from the frequentist viewpoint. The higher-order validity of the profile sampler obtained in Cheng and Kosorok [Ann. Statist. 36 (2008)] is extended to semiparametric models in which the infinite dimensional nuisance parameter may not have a root-n convergence rate. This is a nontrivial extension because it requires a delicate analysis of the entropy of the semiparametric models involved. We find that the accuracy of inferences based on the profile sampler improves as the convergence rate of the nuisance parameter increases. Simulation studies are used to verify this theoretical result. We also establish that an exact frequentist confidence interval obtained by inverting the profile log-likelihood ratio can be estimated with higher-order accuracy by the credible set of the same type obtained from the posterior profile distribution. Our theory is verified for several specific examples.",WOS:000258243000015,ANNALS OF STATISTICS,"['REGRESSION-MODELS', 'LIKELIHOOD', 'INFERENCE', 'SAMPLER']",General frequentist properties of the posterior profile distribution,2008
2130,"Many computer models contain unknown parameters which need to be estimated using physical observations. Tuo and Wu (2014) show that the calibration method based on Gaussian process models proposed by Kennedy and O'Hagan [J. R. Stat. Soc. Ser. B. Stat. Methodol. 63 (2001) 425-464] may lead to an unreasonable estimate for imperfect computer models. In this work, we extend their study to calibration problems with stochastic physical data. We propose a novel method, called the L-2 calibration, and show its semiparametric efficiency. The conventional method of the ordinary least squares is also studied. Theoretical analysis shows that it is consistent but not efficient. Numerical examples show that the proposed method outperforms the existing ones.",WOS:000363437900001,ANNALS OF STATISTICS,"['VALIDATION', 'METHODOLOGY', 'PREDICTION', 'OUTPUT']",EFFICIENT CALIBRATION FOR IMPERFECT COMPUTER MODELS,2015
2131,"This paper introduces the R package CDM for cognitive diagnosis models (CDMs). The package implements parameter estimation procedures for two general CDM frameworks, the generalized-deterministic input noisy-and-gate (G-DINA) and the general diagnostic model (GDM). It contains additional functions for analyzing data under these frameworks, like tools for simulating and plotting data, or for evaluating global model and item fit. The paper describes the theoretical aspects of implemented CDM frameworks and it illustrates the usage of the package with empirical data of the common fraction subtraction test by Tatsuoka (1984).",WOS:000392513100001,JOURNAL OF STATISTICAL SOFTWARE,"['ITEM RESPONSE THEORY', 'LATENT CLASS MODELS', 'DINA MODEL', 'EM ALGORITHM', 'RULE-SPACE', 'WALD TEST', 'VARIABLES', 'INDEXES', 'FAMILY', 'FIT']",The R Package CDM for Cognitive Diagnosis Models,2016
2132,"The package dcemriS4 provides a complete set of data analysis tools for quantitative assessment of dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI). Image processing is provided for the ANALYZE and NIfTI data formats as input with all parameter estimates being output in NIfTI format. Estimation of T1 relaxation from multiple flip-angle acquisitions, using either constant or spatially-varying flip angles, is performed via nonlinear regression. Both literature-based and data-driven arterial input functions are available and may be combined with a variety of compartmental models. Kinetic parameters are obtained from nonlinear regression, Bayesian estimation via Markov chain Monte Carlo or Bayesian maximum a posteriori estimation. A non-parametric model, using penalized splines, is also available to characterize the contrast agent concentration time curves. Estimation of the apparent diffusion coefficient (ADC) is provided for diffusion-weighted imaging. Given the size of multi-dimensional data sets commonly acquired in imaging studies, care has been taken to maximize computational efficiency and minimize memory usage. All methods are illustrated using both simulated and real-world medical imaging data available in the public domain.",WOS:000296228800001,JOURNAL OF STATISTICAL SOFTWARE,"['BRAIN-BARRIER PERMEABILITY', 'DCE-MRI', 'INPUT FUNCTION', 'DTPA', 'PERFUSION', 'MODELS']",Quantitative Analysis of Dynamic Contrast-Enhanced and Diffusion-Weighted Magnetic Resonance Imaging for Oncology in R,2011
2133,"One major goal in clinical applications of time-to-event data is the estimation of survival with censored data. The usual nonparametric estimator of the survival function is the time-honored Kaplan-Meier product-limit estimator. Though this estimator has been implemented in several R packages, the development of the condSURV R package has been motivated by recent contributions that allow the estimation of the survival function for ordered multivariate failure time data. The condSURV package provides three different approaches all based on the Kaplan-Meier estimator. In one of these approaches these quantities are estimated conditionally on current or past covariate measures. Illustration of the software usage is included using real data.",WOS:000395669800031,R JOURNAL,"['NONPARAMETRIC-ESTIMATION', 'REGRESSION', 'MODELS']",condSURV: An R Package for the Estimation of the Conditional Survival Function for Ordered Multivariate Failure Time Data,2016
2134,"In this work, we study the problem of aggregating a finite number of predictors for nonstationary sub-linear processes. We provide oracle inequalities relying essentially on three ingredients: (1) a uniform bound of the 1 norm of the time varying sub-linear coefficients, (2) a Lipschitz assumption on the predictors and (3) moment conditions on the noise appearing in the linear representation. Two kinds of aggregations are considered giving rise to different moment conditions on the noise and more or less sharp oracle inequalities. We apply this approach for deriving an adaptive predictor for locally stationary time varying autoregressive (TVAR) processes. It is obtained by aggregating a finite number of well chosen predictors, each of them enjoying an optimal minimax convergence rate under specific smoothness conditions on the TVAR coefficients. We show that the obtained aggregated predictor achieves a minimax rate while adapting to the unknown smoothness. To prove this result, a lower bound is established for the minimax rate of the prediction risk for the TVAR process. Numerical experiments complete this study. An important feature of this approach is that the aggregated predictor can be computed recursively and is thus applicable in an online prediction context.",WOS:000363437900004,ANNALS OF STATISTICS,"['LOCALLY STATIONARY-PROCESSES', 'REGRESSION', 'SERIES', 'INFERENCE', 'RATES']",AGGREGATION OF PREDICTORS FOR NONSTATIONARY SUB-LINEAR PROCESSES AND ONLINE ADAPTIVE FORECASTING OF TIME VARYING AUTOREGRESSIVE PROCESSES,2015
2135,"Many algorithms have been proposed for fitting network models with communities, but most of them do not scale well to large networks, and often fail on sparse networks. Here we propose a new fast pseudo-likelihood method for fitting the stochastic block model for networks, as well as a variant that allows for an arbitrary degree distribution by conditioning on degrees. We show that the algorithms perform well under a range of settings, including on very sparse networks, and illustrate on the example of a network of political blogs. We also propose spectral clustering with perturbations, a method of independent interest, which works well on sparse networks where regular spectral clustering fails, and use it to provide an initial value for pseudo-likelihood. We prove that pseudo-likelihood provides consistent estimates of the communities under a mild condition on the starting value, for the case of a block model with two communities.",WOS:000326991200014,ANNALS OF STATISTICS,"['STOCHASTIC BLOCKMODELS', 'INDEPENDENT TRIALS', 'DIRECTED-GRAPHS', 'MODELS', 'DISTRIBUTIONS', 'CONSISTENCY', 'PREDICTION', 'SUCCESSES', 'NUMBER']",PSEUDO-LIKELIHOOD METHODS FOR COMMUNITY DETECTION IN LARGE SPARSE NETWORKS,2013
2136,"The space of positive definite symmetric matrices has been studied extensively as a means of understanding dependence in multivariate data along with the accompanying problems in statistical inference. Many books and papers have been written on this subject, and more recently there has been considerable interest in high-dimensional random matrices with particular emphasis on the distribution of certain eigenvalues. With the availability of modern data acquisition capabilities, smoothing or nonparametric techniques are required that go beyond those applicable only to data arising in Euclidean spaces. Accordingly, we present a Fourier method of minimax Wishart mixture density estimation on the space of positive definite symmetric matrices.",WOS:000311639700011,ANNALS OF STATISTICS,"['MULTIVARIATE STOCHASTIC VOLATILITY', 'EMPIRICAL BAYES ESTIMATION', 'NONPARAMETRIC DECONVOLUTION', 'COVARIANCE-MATRIX', 'OPTIMAL RATES', 'CONVERGENCE']",MINIMAX ESTIMATION FOR MIXTURES OF WISHART DISTRIBUTIONS,2011
2137,"The subject of stochastic approximation was founded by Robbins and Monro [Ann. Math. Statist. 22 (1951) 400-407]. After five decades of continual development, it has developed into an important area in systems control and optimization, and it has also served as a prototype for the development of adaptive algorithms for on-line estimation and control of stochastic systems. Recently, it has been used in statistics with Markov chain Monte Carlo for solving maximum likelihood estimation problems and for general simulation and optimizations. In this paper, we first show that the trajectory averaging estimator is asymptotically efficient for the stochastic approximation MCMC (SAMCMC) algorithm under mild conditions, and then apply this result to the stochastic approximation Monte Carlo algorithm [Liang, Liu and Carroll J. Amer Statist. Assoc. 102 (2007) 305-320]. The application of the trajectory averaging estimator to other stochastic approximation MCMC algorithms, for example, a stochastic approximation MLE algorithm for missing data problems, is also considered in the paper.",WOS:000282402800008,ANNALS OF STATISTICS,"['CHAIN MONTE-CARLO', 'WANG-LANDAU ALGORITHM', 'CONVERGENCE', 'COMPUTATION', 'EFFICIENCY', 'INFERENCE', 'MODEL']",TRAJECTORY AVERAGING FOR STOCHASTIC APPROXIMATION MCMC ALGORITHMS,2010
2138,"We introduce two novel procedures to test the nullity of the slope function in the functional linear model with real output. The test statistics combine multiple testing ideas and random projections of the input data through functional principal component analysis. Interestingly, the procedures are completely data-driven and do not require any prior knowledge on the smoothness of the slope nor on the smoothness of the covariate functions. The levels and powers against local alternatives are assessed in a nonasymptotic setting. This allows us to prove that these procedures are minimax adaptive (up to an unavoidable log log n multiplicative term) to the unknown regularity of the slope. As a side result, the minimax separation distances of the slope are derived for a large range of regularity classes. A numerical study illustrates these theoretical results.",WOS:000320488200016,ANNALS OF STATISTICS,"['PRINCIPAL-COMPONENTS-ANALYSIS', 'REGRESSION MODELS', 'ESTIMATORS', 'HYPOTHESES', 'RATES']",MINIMAX ADAPTIVE TESTS FOR THE FUNCTIONAL LINEAR MODEL,2013
2139,"We present the R package gMWT which is designed for the comparison of several treatments (or groups) for a large number of variables. The comparisons are made using certain probabilistic indices (PI). The PIs computed here tell how often pairs or triples of observations coming from different groups appear in a specific order of magnitude. Classical two and several sample rank test statistics such as the Mann-Whitney-Wilcoxon, Kruskal-Wllis, of Jonckheere-Terpstra test statistics are simple functions of these PI. Also new test statistics for directional alternatives are provided. The package gMWT can be used to calculate the variable-wise PI estimates, to illustrate their multivariate distribution and mutual dependence with joint scatterplot matrices, and to construct several classical and new rank tests based on the PIs. The aim of the paper is first to briefly explain the theory that is necessary to understand the behavior of the estimated PIs and the rank tests based on them. Second, the use of the package is described and illustrated with simulated and real data examples. It is stressed that the package provides a new flexible toolbox to analyze large gene or microRNA expression data sets, collected on microarrays or by other high-throughput technologies. The testing procedures can be used in an eQTL analysis, for example, as implemented in the package GeneticTools.",WOS:000365975000001,JOURNAL OF STATISTICAL SOFTWARE,,Mann-Whitney Type Tests for Microarray Experiments: The R Package gMWT,2015
2140,"There are different confirmatory techniques to compare means, like hypothesis testing and (Bayesian) model selection. However, there is no software package in which these techniques are available. A Fortran 90 program is written, which enables researchers to apply these techniques to their data. Besides traditional hypotheses, like H-0 : mu(1) = mu(2) = mu(3) and H-u : mu(1); mu(2); mu(3), order-restricted hypotheses, like mu(1) > mu(2) > mu(3) or mu(1) > mu(2) = mu(3) or mu(1) > mu(2) < mu(3), can be evaluated.",WOS:000281583900001,JOURNAL OF STATISTICAL SOFTWARE,['INEQUALITY'],A Fortran 90 Program for Confirmatory Analysis of Variance,2010
2141,"We give an overview of some of the software tools available in R, either as built-in functions or contributed packages, for the analysis of state space models. Several illustrative examples are included, covering constant and time-varying models for both univariate and multivariate time series. Maximum likelihood and Bayesian methods to obtain parameter estimates are considered.",WOS:000290526800001,JOURNAL OF STATISTICAL SOFTWARE,"['SIMULATION SMOOTHER', 'PACKAGE']",State Space Models in R,2011
2142,"In this article we present tmvtnorm, an R package implementation for the truncated multivariate normal distribution. We consider random number generation with rejection and Gibbs sampling, computation of marginal densities as well as computation of the mean and co-variance of the truncated variables. This contribution brings together latest research in this field and provides useful methods for both scholars and practitioners when working with truncated normal variables.",WOS:000208589900005,R JOURNAL,,tmvtnorm: A Package for the Truncated Multivariate Normal Distribution,2010
2143,"depmixS4 implements a general framework for defining and estimating dependent mixture models in the R programming language. This includes standard Markov models, latent/hidden Markov models, and latent class and finite mixture distribution models. The models can be fitted on mixed multivariate data with distributions from the g l m family, the (logistic) multinomial, or the multivariate normal distribution. Other distributions can be added easily, and an example is provided with the exgaus distribution. Parameters are estimated by the expectation-maximization (EM) algorithm or, when (linear) constraints are imposed on the parameters, by direct numerical optimization with the Rsolnp or Rdonlp 2 routines.",WOS:000281593600001,JOURNAL OF STATISTICAL SOFTWARE,['COMPUTATION'],depmixS4: An R Package for Hidden Markov Models,2010
2144,"We derive the maximum bias functions of the MM-estimates and the constrained M-estimates or CM-estimates of regression and compare them to the maximum bias functions of the S-estimates and the tau-estimates of regression. In these comparisons, the CM-estimates tend to exhibit the most favorable bias-robustness properties. Also, under the Gaussian model, it is shown how one can construct a CM-estimate which has a smaller maximum bias function than a given S-estimate, that is, the resulting CM-estimate dominates the S-estimate in terms of maxbias and, at the same time, is considerably more efficient.",WOS:000247498100002,ANNALS OF STATISTICS,"['HIGH BREAKDOWN-POINT', 'ROBUST REGRESSION', 'PROPERTY', 'MINIMAX']",On the maximum bias functions of MM-estimates and constrained M-estimates of regression,2007
2145,"The pcalg package for R can be used for the following two purposes: Causal structure learning and estimation of causal effects from observational data. In this document, we give a brief overview of the methodology, and demonstrate the package's functionality in both toy examples and applications.",WOS:000305065100001,JOURNAL OF STATISTICAL SOFTWARE,"['DISCOVERY', 'NETWORKS']",Causal Inference Using Graphical Models with the R Package pcalg,2012
2146,"The distribution of abundance amongst species with similar ways of life is a classical problem in ecology. The unified neutral theory of biodiversity, due to Hubbell, states that observed population dynamics may be explained on the assumption of per capita equivalence amongst individuals. One can thus dispense with differences between species, and differences between abundant and rare species: all individuals behave alike in respect of their probabilities of reproducing and death. It is a striking fact that such a parsimonious theory results in a non-trivial dominance-diversity curve ( that is, the simultaneous existence of both abundant and rare species) and even more striking that the theory predicts abundance curves that match observations across a wide range of ecologies. This paper introduces the untb package of R routines, for numerical simulation of ecological drift under the unified neutral theory. A range of visualization, analytical, and simulation tools are provided in the package and these are presented with examples in the paper.",WOS:000252430700001,JOURNAL OF STATISTICAL SOFTWARE,"['ABUNDANCE', 'BIOGEOGRAPHY', 'DIVERSITY']","Introducing untb, an R package for simulating ecological drift under the unified neutral theory of Biodiversity",2007
2147,"zoo is an R package providing an S3 class with methods for indexed totally ordered observations, such as discrete irregular time series. Its key design goals are independence of a particular index/time/date class and consistency with base R and the ""ts"" class for regular time series. This paper describes how these are achieved within zoo and provides several illustrations of the available methods for ""zoo"" objects which include plotting, merging and binding, several mathematical operations, extracting and replacing data and index, coercion and NA handling. A subclass ""zooreg"" embeds regular time series into the ""zoo"" framework and thus bridges the gap between regular and irregular time series classes in R.",WOS:000232891000001,JOURNAL OF STATISTICAL SOFTWARE,,zoo: S3 infrastructure for regular and irregular time series,2005
2148,We prove a global asymptotic equivalence of experiments in the sense of Le Cam's theory. The experiments are a continuously observed diffusion with nonparametric drift and its Euler scheme. We focus on diffusions with nonconstant-known diffusion coefficient. The asymptotic equivalence is proved by constructing explicit equivalence mappings based on random time changes. The equivalence of the discretized observation of the diffusion and the corresponding Euler scheme experiment is then derived. The impact of these equivalence results is that it justifies the use of the Euler scheme instead of the discretized diffusion process for inference purposes.,WOS:000338477800012,ANNALS OF STATISTICS,"['GAUSSIAN WHITE-NOISE', 'STATISTICAL EQUIVALENCE', 'DENSITY-ESTIMATION', 'ERGODIC DIFFUSIONS', 'RANDOM DESIGN', 'REGRESSION', 'MODELS', 'AUTOREGRESSION', 'NONEQUIVALENCE', 'APPROXIMATION']",ASYMPTOTIC EQUIVALENCE OF NONPARAMETRIC DIFFUSION AND EULER SCHEME EXPERIMENTS,2014
2149,"A standard tool for model selection in a Bayesian framework is the Bayes factor which compares the marginal likelihood of the data under two given different models. In this paper, we consider the class of hierarchical loglinear models for discrete data given under the form of a contingency table with multinomial sampling. We assume that the prior distribution on the loglinear parameters is the Diaconis-Ylvisaker conjugate prior, and the uniform is the prior distribution on the space of models. Under these conditions, the Bayes factor between two models is a function of the normalizing constants of the prior and posterior distribution of the loglinear parameters. These constants are functions of the hyperparameters (m, alpha) which can be interpreted, respectively, as the marginal counts and total count of a fictive contingency table.
We study the behavior of the Bayes factor when alpha tends to zero. In this study, the most important tool is the characteristic function J(C) of the interior C of the convex hull (C) over bar of the support of the multinomial distribution for a given hierarchical loglinear model. If h(C) is the support function of C, the function J(C) is the Laplace transform of exp(-h(C)). We show that, when alpha tends to 0, if the data lies on a face F-i of (C) over bar (i), i = 1, 2, of dimension k(i), the Bayes factor behaves like alpha(k1-k2). This implies in particular that when the data is in C-1 and in C-2, that is, when k(i) equals the dimension of model J(i), the sparser model is favored, thus confirming the idea of Bayesian regularization.
In order to find the faces of (C) over bar, we need to know its facets. We show that since here C is a polytope, the denominator of the rational function J(C) is the product of the equations of the facets. We also identify a category of facets common to all hierarchical models for discrete variables, not necessarily binary. Finally, we show that these facets are the only facets of (C) over bar when the model is graphical with respect to a decomposable graph.",WOS:000307608000009,ANNALS OF STATISTICS,"['LOG-LINEAR MODELS', 'GRAPHICAL MODELS']",BAYES FACTORS AND THE GEOMETRY OF DISCRETE HIERARCHICAL LOGLINEAR MODELS,2012
2150,"We consider the problem of testing multiple quantum hypotheses {rho(circle times n)(1) ,..., rho(circle times n)(r)},where an arbitrary prior distribution is given and each of the r hypotheses is n copies of a quantum state. It is known that the minimal average error probability P-e decays exponentially to zero, that is, P-e = exp{-xi n + o(n)}. However, this error exponent xi is generally unknown, except for the case that r = 2.
In this paper, we solve the long-standing open problem of identifying the above error exponent, by proving Nussbaum and Szkola's conjecture that xi= min(i not equal j) C(rho(i), rho(j)). The right-hand side of this equality is called the multiple quantum Chernoff distance, and C(rho(i), rho(j)) := max(0 <= s <= 1){-logTr rho(s)(j)rho(1-s)(j)} has been previously identified as the optimal error exponent for testing two hypotheses, rho(circle times n)(i) versus rho(circle times n)(j).
The main ingredient of our proof is a new upper bound for the average error probability, for testing an ensemble of finite-dimensional, but otherwise general, quantum states. This upper bound, up to a states-dependent factor, matches the multiple-state generalization of Nussbaum and Szkola's lower bound. Specialized to the case r = 2, we give an alternative proof to the achievability of the binary-hypothesis Chernoff distance, which was originally proved by Audenaert et al.",WOS:000379972900010,ANNALS OF STATISTICS,"['STRONG CONVERSE', 'ASYMPTOTICS', 'HYPOTHESES', 'INFORMATION', 'ENTROPY', 'THEOREM']",DISCRIMINATING QUANTUM STATES: THE MULTIPLE CHERNOFF DISTANCE,2016
2151,"Multi-State models provide a relevant framework for modelling complex event histories. Quantities of interest are the transition probabilities that can be estimated by the empirical transition matrix, that is also referred to as the Aalen-Johansen estimator. In this paper, we present the R package etm that computes and displays the transition proabilities. etm also features a Greenwood-type estimator of the covariance matrix. The use of the package is illustrated through a prominent example in bone marrow transplant for leukaemia patients.",WOS:000285981500001,JOURNAL OF STATISTICAL SOFTWARE,"['COMPETING RISKS', 'NONPARAMETRIC ESTIMATION', 'PROBABILITIES', 'INFERENCE', 'VIEW']",Empirical Transition Matrix of Multi-State Models: The etm Package,2011
2152,"Recent advances in computer technology have tremendously increased the use of functional data, whose graphical representation can be infinite-dimensional curves, images or shapes. This article describes four methods for visualizing functional time series using an R add-on package. These methods are demonstrated using age-specific Australian fertility data from 1921 to 2006 and monthly sea surface temperatures from January 1950 to December 2006.",WOS:000208590200010,R JOURNAL,,rainbow: An R Package for Visualizing Functional Time Series,2011
2153,"We estimate the Hurst parameter H of a fractional Brownian motion from discrete noisy data observed along a high frequency sampling scheme. The presence of systematic experimental noise makes recovery of H more difficult since relevant information is mostly contained in the high frequencies of the signal.
We quantify the difficulty of the statistical problem in a min-max sense: we prove that the rate n(-1/(4H+2)) is optimal for estimating H and propose rate optimal estimators based on adaptive estimation of quadratic functionals.",WOS:000251096100005,ANNALS OF STATISTICS,"['FRACTIONAL BROWNIAN-MOTION', 'WAVELET COEFFICIENTS']",Estimation of the Hurst parameter from discrete noisy data,2007
2154,,WOS:000312899000002,ANNALS OF STATISTICS,"['COVARIANCE ESTIMATION', 'LASSO']",DISCUSSION: LATENT VARIABLE GRAPHICAL MODEL SELECTION VIA CONVEX OPTIMIZATION,2012
2155,"The observation that species may be positively or negatively associated with each other is at least as old as the debate surrounding the nature of community structure which began in the early 1900's with Gleason and Clements. Since then investigating species co-occurrence patterns has taken a central role in understanding the causes and consequences of evolution, history, coexistence mechanisms, competition, and environment for community structure and assembly. This is because co-occurrence among species is a measurable metric in community datasets that, in the context of phylogeny, geography, traits, and environment, can sometimes indicate the degree of competition, displacement, and phylogenetic repulsion as weighed against biotic and environmental effects promoting correlated species distributions. Historically, a multitude of different co-occurrence metrics have been developed and most have depended on data randomization procedures to produce null distributions for significance testing. Here we improve upon and present an R implementation of a recently published model that is metric-free, distribution-free, and randomization-free. The R package, cooccur, is highly accessible, easily integrates into common analyses, and handles large datasets with high performance. In the article we develop the package's functionality and demonstrate aspects of co-occurrence analysis using three sample datasets.",WOS:000373914100001,JOURNAL OF STATISTICAL SOFTWARE,['PATTERNS'],cooccur: Probabilistic Species Co-Occurrence Analysis in R,2016
2156,"Single index models offer greater flexibility in data analysis than linear models but retain some of the desirable properties such as the interpretability of the coefficients. We consider a pseudo-profile likelihood approach to estimation and testing for single-index quantile regression models. We establish the asymptotic normality of the index coefficient estimator as well as the optimal convergence rate of the nonparametric function estimation. Moreover, we propose a score test for the index coefficient based on the gradient of the pseudo-profile likelihood, and employ a penalized procedure to perform consistent model selection and model estimation simultaneously. We also use Monte Carlo studies to support our asymptotic results, and use an empirical example to illustrate the proposed method.",WOS:000375175200012,ANNALS OF STATISTICS,"['NONCONCAVE PENALIZED LIKELIHOOD', 'VARIABLE SELECTION', 'SMOOTHING SPLINES', 'ASYMPTOTICS', 'ESTIMATORS', 'LASSO']",INFERENCE FOR SINGLE-INDEX QUANTILE REGRESSION MODELS WITH PROFILE OPTIMIZATION,2016
2157,"This paper studies a very flexible model that can be used widely to analyze the relation between a response and multiple covariates. The model is nonparametric, yet renders easy interpretation for the effects of the covariates. The model accommodates both continuous and discrete random variables for the response and covariates. It is quite flexible to cover the generalized varying coefficient models and the generalized additive models as special cases. Under a weak condition we give a general theorem that the problem of estimating the multivariate mean function is equivalent to that of estimating its univariate component functions. We discuss implications of the theorem for sieve and penalized least squares estimators, and then investigate the outcomes in full details for a kernel-type estimator. The kernel estimator is given as a solution of a system of nonlinear integral equations. We provide an iterative algorithm to solve the system of equations and discuss the theoretical properties of the estimator and the algorithm. Finally, we give simulation results.",WOS:000310650900023,ANNALS OF STATISTICS,"['LONGITUDINAL DATA', 'ADDITIVE-MODELS', 'POLYNOMIAL SPLINE', 'LINEAR-MODELS', 'TIME-SERIES', 'SELECTION', 'DYNAMICS']",FLEXIBLE GENERALIZED VARYING COEFFICIENT REGRESSION MODELS,2012
2158,"A stationary Gaussian process is said to be long-range dependent (resp., anti-persistent) if its spectral density f(lambda) can be written as f(lambda) = vertical bar lambda vertical bar(-2d) g(vertical bar lambda vertical bar), where 0 <d < 1/2 (resp., -1/2 <d < 0), and g is continuous and positive. We propose a novel Bayesian nonparametric approach for the estimation of the spectral density of such processes. We prove posterior consistency for both d and g, under appropriate conditions on the prior distribution. We establish the rate of convergence for a general class of priors and apply our results to the family of fractionally exponential priors. Our approach is based on the true likelihood and does not resort to Whittle's approximation.",WOS:000307608000013,ANNALS OF STATISTICS,"['TIME-SERIES', 'POSTERIOR DISTRIBUTIONS', 'ASYMPTOTIC EXPANSIONS', 'CONVERGENCE-RATES', 'RANGE DEPENDENCE', 'STATIONARY', 'PARAMETER', 'REGRESSION']",BAYESIAN NONPARAMETRIC ESTIMATION OF THE SPECTRAL DENSITY OF A LONG OR INTERMEDIATE MEMORY GAUSSIAN PROCESS,2012
