id	wos_id	accession_no	issn	issn_int	eissn	isbn	eisbn	art_no	doi	title	pubtype	doctype	pubyear	pubmonth	pubday	language	source	page_range	page_count	has_abstract	wos_id	abstract
51677198	WOS:000235180600001	010IF	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	The R Package geepack for Generalized Estimating Equations	Journal	Article	2006	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-11	11	1	WOS:000235180600001	This paper describes the core features of the R package geepack, which implements the generalized estimating equations (GEE) approach for fitting marginal generalized linear models to clustered data. Clustered data arise in many applications such as longitudinal data and repeated measures. The GEE approach focuses on models for the mean of the correlated observations within clusters without fully specifying the joint distribution of the observations. It has been widely used in statistical practice. This paper illustrates the application of the GEE approach with geepack through an example of clustered binary data.
51710830	WOS:000240206200001	079VO	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Some algorithms for the conditional mean vector and covariance matrix	Journal	Article	2006	8	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	9	1	WOS:000240206200001	We consider here the problem of computing the mean vector and covariance matrix for a conditional normal distribution, considering especially a sequence of problems where the conditioning variables are changing. The sweep operator provides one simple general approach that is easy to implement and update. A second, more goal-oriented general method avoids explicit computation of the vector and matrix, while enabling easy evaluation of the conditional density for likelihood computation or easy generation from the conditional distribution. The covariance structure that arises from the special case of an ARMA( p, q) time series can be exploited for substantial improvements in computational efficiency.
51740063	WOS:000239139500001	065DL	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Programs to compute distribution functions and critical values for extreme value ratios for outlier detection	Journal	Article	2006	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	9	1	WOS:000239139500001	A set of FORTRAN subprograms is presented to compute density and cumulative distribution functions and critical values for the range ratio statistics of Dixon ( 1951, The Annals of Mathematical Statistics) These statistics are useful for detection of outliers in small samples.
51748340	WOS:000240514400008	084EI	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Mata matters: Interactive use	Journal	Article	2006	1	1	English	STATA JOURNAL	387-396	10	1	WOS:000240514400008	Mata is Stata's matrix language. In the Mata Matters column, we show how Mata can be used interactively to solve problems and as a programming language to add new features to Stata. In this quarter's column, we look at interactive use of Mata.
51764840	WOS:000242923600005	118DY	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Calculating Murphy-Topel variance estimates in Stata: A simplified procedure	Journal	Article	2006	1	1	English	STATA JOURNAL	521-529	9	1	WOS:000242923600005	Building on the work by Hardin (Stata, Journal 2: 253-266), this note shows how the calculation of the Murphy-Topel variance estimator for two-step models call be simplified in Stata by using the scores option of predict.
51776995	WOS:000240513700003	084EB	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Generalized least squares for trend estimation of summarized dose-response data	Journal	Article	2006	1	1	English	STATA JOURNAL	40-57	18	1	WOS:000240513700003	This paper presents a command, gist, for trend estimation across different exposure levels for either single or multiple summarized case-control, incidence-rate, and cumulative incidence data. This approach is based on constructing an approximate covariance estimate for the log relative risks and estimating a corrected linear trend using generalized least squares. For trend analysis of multiple studies, gist can estimate fixed- and random-effects metaregression models.
51785920	WOS:000240513700006	084EB	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Goodness-of-fit test for a logistic regression model fitted using survey sample data	Journal	Article	2006	1	1	English	STATA JOURNAL	97-105	9	1	WOS:000240513700006	After a logistic regression model has been fitted, a global test of goodness of fit of the resulting model should be performed. A test that is commonly used to assess model fit is the Hosmer-Lemeshow test, which is available in Stata and most other statistical software programs. However, it is often of interest to fit a logistic regression model to sample survey data, such as data from the National Health Interview Survey or the National Health and Nutrition Examination Survey. Unfortunately, for such situations no goodness-of-fit testing procedures have been developed or implemented in available software. To address this problem, a Stata ado-command, svylogitgof, for estimating the F-adjusted mean residual test after svy: logit or svy: logistic estimation has been developed, and this paper describes its implementation.
51797391	WOS:000240513700001	084EB	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Estimating variance components in Stata	Journal	Article	2006	1	1	English	STATA JOURNAL	1-21	21	1	WOS:000240513700001	This article gives a brief overview of the popular methods for estimating variance components in linear models and describes several ways to obtain such estimates in Stata for various experimental designs. The article's emphasis is on using xtmixed to estimate variance components. Prior to Stata 9, loneway could be used to estimate variance components for one-way random-effects models. For other experimental designs, variance components could be computed manually using saved results after anova. The latter approach is viable but requires tedious computations for complicated experimental designs. Instead, as of Stata 9, variance components are easily obtained by using xtmixed.
51820329	WOS:000240514400004	084EI	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Graphical representation of interactions	Journal	Article	2006	1	1	English	STATA JOURNAL	348-363	16	1	WOS:000240514400004	We provide a program to illustrate interactions between treatment and covariates or between two covariates by using forest plots under either the Cox proportional hazards or the logistic regression model. The program is flexible in both the possibility of illustrating more than one interaction at a time and variable specifications of scale.
51824847	WOS:000240513700009	084EB	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Speaking Stata: Time of day	Journal	Article	2006	1	1	English	STATA JOURNAL	124-137	14	1	WOS:000240513700009	Many problems in statistical analysis include time-of-day variables, but Stata offers limited support for time-of-day calculations. Support is needed for dates with times, times alone, and durations or timings. This article presents two new programs as general utilities to convert back and forth between string and numeric representations.
51842254	WOS:000240206500001	079VR	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Object-oriented computation of sandwich estimators	Journal	Article	2006	8	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	16	1	WOS:000240206500001	Sandwich covariance matrix estimators are a popular tool in applied regression modeling for performing inference that is robust to certain types of model misspecification. Suitable implementations are available in the R system for statistical computing for certain model fitting functions only ( in particular lm()), but not for other standard regression functions, such as glm(), nls(), or survreg(). Therefore, conceptual tools and their translation to computational tools in the package sandwich are discussed, enabling the computation of sandwich estimators in general parametric models. Object orientation can be achieved by providing a few extractor functions - most importantly for the empirical estimating functions - from which various types of sandwich estimators can be computed.
51913580	WOS:000236800900001	032UL	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	A computer program to calculate two-stage short-run control chart factors for (X, MR) charts	Journal	Article	2006	4	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	13	1	WOS:000236800900001	This paper is the second in a series of two papers that fully develops two-stage short-run ( X, MR) control charts. This paper describes the development and execution of a computer program that accurately calculates first- and second-stage short-run control chart factors for ( X, MR) charts using the equations derived in the first paper. The software used is Mathcad. The program accepts values for number of subgroups, alpha for the X chart, and alpha for the MR chart both above the upper control limit and below the lower control limit. Tables are generated for specific values of these inputs and the implications of the results are discussed. A numerical example illustrates the use of the program.
51916119	WOS:000239139600001	065DM	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Ratios of normal variables	Journal	Article	2006	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-10	10	1	WOS:000239139600001	This article extends and amplifies on results from a paper of over forty years ago. It provides software for evaluating the density and distribution functions of the ratio z/w for any two jointly normal variates z, w, and provides details on methods for transforming a general ratio z/w into a standard form, (a+x)/(b+y), with x and y independent standard normal and a, b non-negative constants. It discusses handling general ratios when, in theory, none of the moments exist yet practical considerations suggest there should be approximations whose adequacy can be verified by means of the included software. These approximations show that many of the ratios of normal variates encountered in practice can themselves be taken as normally distributed. A practical rule is developed: If a < 2.256 and 4 < b then the ratio (a+x)/(b+y) is itself approximately normally distributed with mean mu = a/(1.01b -.2713) and variance sigma(2) = (a(2) + 1)/(b(2) +.108b - 3.795) - mu(2).
51950154	WOS:000235181000001	010IJ	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	WhatIf: R software for evaluating counterfactuals	Journal	Article	2006	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	18	1	WOS:000235181000001	WhatIf is an R package that implements the methods for evaluating counterfactuals introduced in King and Zeng (2006a) and King and Zeng (2006b). It offers easy-to-use techniques for assessing a counterfactual's model dependence without having to conduct sensitivity testing over specified classes of models. These same methods can be used to approximate the common support of the treatment and control groups in causal inference.
51989121	WOS:000240514000006	084EE	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Maximum simulated likelihood estimation of a negative binomial regression model with multinomial endogenous treatment	Journal	Article	2006	1	1	English	STATA JOURNAL	246-255	10	1	WOS:000240514000006	We describe specification and estimation of a multinomial treatment effects negative binomial regression model. A latent factor structure is used to accommodate selection into treatment, and a simulated likelihood method is used for estimation. We describe its implementation via the mtreatnb command.
52011001	WOS:000237294400001	039GQ	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Formulating state space models in R with focus on longitudinal regression models	Journal	Article	2006	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	15	1	WOS:000237294400001	We provide a language for formulating a range of state space models with response densities within the exponential family. The described methodology is implemented in the R-package sspir. A state space model is specified similarly to a generalized linear model in R, and then the time-varying terms are marked in the formula. Special functions for specifying polynomial time trends, harmonic seasonal patterns, unstructured seasonal patterns and time-varying covariates can be used in the formula. The model is fitted to data using iterated extended Kalman filtering, but the formulation of models does not depend on the implemented method of inference. The package is demonstrated on three datasets.
52069094	WOS:000242545700001	112RW	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	ltm: An R package for latent variable modeling and item response theory analyses	Journal	Article	2006	11	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	25	1	WOS:000242545700001	The R package ltm has been developed for the analysis of multivariate dichotomous and polytomous data using latent variable models, under the Item Response Theory approach. For dichotomous data the Rasch, the Two-Parameter Logistic, and Birnbaum's Three-Parameter models have been implemented, whereas for polytomous data Semejima's Graded Response model is available. Parameter estimates are obtained under marginal maximum likelihood using the Gauss-Hermite quadrature rule. The capabilities and features of the package are illustrated using two real data examples.
52101632	WOS:000244769500002	144BG	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Rasch analysis: Estimation and tests with raschtest	Journal	Article	2007	1	1	English	STATA JOURNAL	22-44	23	1	WOS:000244769500002	Analyzing latent variables is becoming more and more important in several fields, such as clinical research, psychology, educational sciences, ecology, and epidemiology. The item response theory allows analyzing latent variables measured by questionnaires of items with binary or ordinal responses. The Rasch model is the best known model of this theory for binary responses. Although one can estimate the parameters of the Rasch model with the clogit or xtlogit command (or with the unofficial gllamm command), these commands require special data preparation. The proposed raschtest command easily allows estimating the parameters of the Rasch model and fitting the resulting model.
52104401	WOS:000244769500004	144BG	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Sensitivity analysis for average treatment effects	Journal	Article	2007	1	1	English	STATA JOURNAL	71-83	13	1	WOS:000244769500004	Based on the conditional independence or unconfoundedness assumption, matching has become a popular approach to estimate average treatment effects. Checking the sensitivity of the estimated results with respect to deviations from this identifying assumption has become an increasingly important topic in the applied evaluation literature. If there are unobserved variables that affect assignment into treatment and the outcome variable simultaneously, a, hidden bias might arise to which matching estimators are not robust. We address this problem with the bounding approach proposed by Rosenbaum (Observational Studies, 2nd ed., New York: Springer), where mhbounds lets the researcher determine how strongly an unmeasured variable must influence the selection process to undermine the implications of the matching analysis.
52117394	WOS:000246391500001	166PP	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	spBayes: An R package for univariate and multivariate hierarchical point-referenced spatial models	Journal	Article	2007	4	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	24	1	WOS:000246391500001	Scientists and investigators in such diverse fields as geological and environmental sciences, ecology, forestry, disease mapping, and economics often encounter spatially referenced data collected over a fixed set of locations with coordinates ( latitude - longitude, Easting - Northing etc.) in a region of study. Such point-referenced or geostatistical data are often best analyzed with Bayesian hierarchical models. Unfortunately, fitting such models involves computationally intensive Markov chain Monte Carlo (MCMC) methods whose efficiency depends upon the specific problem at hand. This requires extensive coding on the part of the user and the situation is not helped by the lack of available software for such algorithms. Here, we introduce a statistical software package, spBayes, built upon the R statistical computing platform that implements a generalized template encompassing a wide variety of Gaussian spatial process models for univariate as well as multivariate point-referenced data. We discuss the algorithms behind our package and illustrate its use with a synthetic and real data example.
52119248	WOS:000252431500001	252FD	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Algorithms for linear time series analysis: With R package	Journal	Article	2007	12	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	26	1	WOS:000252431500001	Our ltsa package implements the Durbin-Levinson and Trench algorithms and provides a general approach to the problems of fitting, forecasting and simulating linear time series models as well as fitting regression models with linear time series errors. For computational efficiency both algorithms are implemented in C and interfaced to R. Examples are given which illustrate the efficiency and accuracy of the algorithms. We provide a second package FGN which illustrates the use of the ltsa package with fractional Gaussian noise (FGN). It is hoped that the ltsa will provide a base for further time series software.
52152266	WOS:000247011400001	175KB	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Estimation of models in a Rasch family for polytomous items and multiple latent variables	Journal	Article	2007	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	36	1	WOS:000247011400001	The Rasch family of models considered in this paper includes models for polytomous items and multiple correlated latent traits, as well as for dichotomous items and a single latent variable. An R package is described that computes estimates of parameters and robust standard errors of a class of log-linear-by-linear association (LLLA) models, which are derived from a Rasch family of models. The LLLA models are special cases of log-linear models with bivariate interactions. Maximum likelihood estimation of LLLA models in this form is limited to relatively small problems; however, pseudo-likelihood estimation overcomes this limitation. Maximizing the pseudo-likelihood function is achieved by maximizing the likelihood of a single conditional multinomial logistic regression model. The parameter estimates are asymptotically normal and consistent. Based on our simulation studies, the pseudo-likelihood and maximum likelihood estimates of the parameters of LLLA models are nearly identical and the loss of efficiency is negligible. Recovery of parameters of Rasch models fit to simulated data is excellent.
52161070	WOS:000252428300001	252ED	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	elrm: Software implementing exact-like inference for logistic regression models	Journal	Article	2007	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-18	18	1	WOS:000252428300001	Exact inference is based on the conditional distribution of the sufficient statistics for the parameters of interest given the observed values for the remaining sufficient statistics. Exact inference for logistic regression can be problematic when data sets are large and the support of the conditional distribution cannot be represented in memory. Additionally, these methods are not widely implemented except in commercial software packages such as LogXact and SAS. Therefore, we have developed elrm, software for R implementing ( approximate) exact inference for binomial regression models from large data sets. We provide a description of the underlying statistical methods and illustrate the use of elrm with examples. We also evaluate elrm by comparing results with those obtained using other methods.
52161079	WOS:000252430900001	252EZ	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	On fractional Gaussian random fields simulations	Journal	Article	2007	11	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-23	23	1	WOS:000252430900001	To simulate Gaussian fields poses serious numerical problems: storage and computing time. The midpoint displacement method is often used for simulating the fractional Brownian fields because it is fast. We propose an effective and fast method, valid not only for fractional Brownian fields, but for any Gaussian fields. First, our method is compared with midpoint for fractional Brownian fields. Second, the performance of our method is illustrated by simulating several Gaussian fields. The software FieldSim is an R package developed in R and C and that implements the procedures on which this paper focuses.
52181046	WOS:000247012200001	175KJ	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Mokken scale analysis in R	Journal	Article	2007	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	19	1	WOS:000247012200001	Mokken scale analysis (MSA) is a scaling procedure for both dichotomous and polytomous items. It consists of an item selection algorithm to partition a set of items into Mokken scales and several methods to check the assumptions of two nonparametric item response theory models: the monotone homogeneity model and the double monotonicity model. First, we present an R package mokken for MSA and explain the procedures. Second, we show how to perform MSA in R using test data obtained with the Adjective Checklist.
52198053	WOS:000254886000006	286ZQ	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Speaking Stata: Counting groups, especially panels	Journal	Article	2007	1	1	English	STATA JOURNAL	571-581	11	1	WOS:000254886000006	Counting panels, and more generally groups, is sometimes possible in Stata through a reduction command (e.g., collapse, contract, statsby) that produces a smaller dataset or through a tabulation command. Yet there are also many problems, especially with irregular sets of observations for varying times, that do not yield easily to this approach. This column focuses on techniques for answering such questions while maintaining the same data structure. Especially useful are the Stata commands by: and egen and indicator variables constructed for the purpose. With by: we often exploit the fact that subscripts are defined within group, not within dataset. egen functions are often used to produce group-level statistics. Tagging each group just once ensures that summaries, including counts, are of groups, not individual observations.
52217924	WOS:000244769500006	144BG	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	File filtering in Stata: Handling complex data formats and navigating log files efficiently	Journal	Article	2007	1	1	English	STATA JOURNAL	98-105	8	1	WOS:000244769500006	A text file filter is a program that converts one text file into another on the basis of a set of rules. For statistical applications, a text file filter can convert data embedded in a complicated text file so that Stata can read and analyze it. A text file filter can also automate the production of more user-friendly output from long Stata log files. The file command lets you use text file filters in Stata. This article reviews some key programming points for successful implementation of such filters.
52219272	WOS:000244769500009	144BG	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Review of An Introduction to Modern Econometrics Using Stata by Baum	Journal	Review	2007	1	1	English	STATA JOURNAL	131-136	6	1	WOS:000244769500009	This article reviews An Introduction to Modern Econometrics Using Stata by Christopher F. Baum.
52219954	WOS:000244067900001	134FC	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	FluxSimulator: An R package to simulate isotopomer distributions in metabolic networks	Journal	Article	2007	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	17	1	WOS:000244067900001	The representation of biochemical knowledge in terms of fluxes ( transformation rates) in a metabolic network is often a crucial step in the development of new drugs and efficient bioreactors. Mass spectroscopy ( MS) and nuclear magnetic resonance spectroscopy ( NMRS) in combination with C-13 labeled substrates are experimental techniques resulting in data that may be used to quantify fluxes in the metabolic network underlying a process. The massive amount of data generated by spectroscopic experiments increasingly requires software which models the dynamics of the underlying biological system. In this work we present an approach to handle isotopomer distributions in metabolic networks using an object-oriented programming approach, implemented using S4 classes in R. The developed package is called FluxSimulator and provides a user friendly interface to specify the topological information of the metabolic network as well as carbon atom transitions in plain text files. The package automatically derives the mathematical representation of the formulated network, and assembles a set of ordinary differential equations ( ODEs) describing the change of each isotopomer pool over time. These ODEs are subsequently solved numerically. In a case study FluxSimulator was applied to an example network. Our results indicate that the package is able to reproduce exact changes in isotopomer compositions of the metabolite pools over time at given flux rates.
52242354	WOS:000252429100001	252EK	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	NonbinROC: Software for evaluating accuracies with non-binary gold diagnostic standards	Journal	Article	2007	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-10	10	1	WOS:000252429100001	ROC analysis is a standard method for estimating and comparing diagnostic tests' accuracies when the gold standard is binary. However, there are many situations when the gold standard is not binary. In these situations, traditional ROC methods applied have lead to biased and uninformative outcomes. This article introduces nonbinROC, software for R that implements nonparametric estimators proposed by Obuchowski (2005) for estimating and comparing diagnostic tests' accuracies when the gold standard is measured on a continuous, ordinal or nominal scale. The results produced from these estimators are interpreted in the same manner as in ROC analysis but are not associated with any ROC curve.
52243692	WOS:000252429300001	252EL	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	boa: An R package for MCMC output convergence assessment and posterior inference	Journal	Article	2007	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-37	37	1	WOS:000252429300001	Markov chain Monte Carlo (MCMC) is the most widely used method of estimating joint posterior distributions in Bayesian analysis. The idea of MCMC is to iteratively produce parameter values that are representative samples from the joint posterior. Unlike frequentist analysis where iterative model fitting routines are monitored for convergence to a single point, MCMC output is monitored for convergence to a distribution. Thus, specialized diagnostic tools are needed in the Bayesian setting. To this end, the R package boa was created. This manuscript presents the user's manual for boa, which out lines the use of and methodology upon which the software is based. Included is a description of the menu system, data management capabilities, and statistical/graphical methods for convergence assessment and posterior inference. Throughout the manual, a linear regression example is used to ilustrate the software.
52271019	WOS:000244068000001	134FD	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Fluorescence Lifetime Imaging Microscopy (FLIM) data analysis with TIMP	Journal	Article	2007	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	20	1	WOS:000244068000001	Fluorescence Lifetime Imaging Microscopy ( FLIM) allows fluorescence lifetime images of biological objects to be collected at 250 nm spatial resolution and at ( sub-) nanosecond temporal resolution. Often n(comp) kinetic processes underlie the observed fluorescence at all locations, but the intensity of the fluorescence associated with each process varies per-location, i. e., per-pixel imaged. Then the statistical challenge is global analysis of the image: use of the fluorescence decay in time at all locations to estimate the ncomp lifetimes associated with the kinetic processes, as well as the amplitude of each kinetic process at each location. Given that typical FLIM images represent on the order of 10(2) timepoints and 10(3) locations, meeting this challenge is computationally intensive. Here the utility of the TIMP package for R to solve parameter estimation problems arising in FLIM image analysis is demonstrated. Case studies on simulated and real data evidence the applicability of the partitioned variable projection algorithm implemented in TIMP to the problem domain, and showcase options included in the package for the visual validation of models for FLIM data.
52305377	WOS:000248072200008	190PV	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Review of A Handbook of Statistical Analyses Using Stata, Fourth Edition, by Rabe-Hesketh and Everitt	Journal	Review	2007	1	1	English	STATA JOURNAL	245-248	4	1	WOS:000248072200008	This article reviews A Handbook of Statistical Analyses Using Stata, Fourth Edition; by Sophia Rabe-Hesketh and Brian S. Everitt.
52337935	WOS:000252431800001	252FG	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	gap: Genetic analysis package	Journal	Article	2007	12	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	18	1	WOS:000252431800001	A preliminary attempt at collecting tools and utilities for genetic data as an R package called gap is described. Genomewide association is then described as a specific example, linking the work of Risch and Merikangas (1996), Long and Langley (1997) for family-based and population-based studies, and the counterpart for case-cohort design established by Cai and Zeng (2004). Analysis of staged design as outlined by Skol et al. (2006) and associate methods are discussed. The package is flexible, customizable, and should prove useful to researchers especially in its application to genomewide association studies.
52347266	WOS:000252429800001	252EQ	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	The ade4 package: Implementing the duality diagram for ecologists	Journal	Article	2007	9	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-20	20	1	WOS:000252429800001	Multivariate analyses are well known and widely used to identify and understand structures of ecological communities. The ade4 package for the R statistical environment proposes a great number of multivariate methods. Its implementation follows the tradition of the French school of "Analyse des Donnees" and is based on the use of the duality diagram. We present the theory of the duality diagram and discuss its implementation in ade4. Classes and main functions are presented. An example is given to illustrate the ade4 philosophy.
52362401	WOS:000254886000002	286ZQ	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Enhanced routines for instrumental variables/generalized method of moments estimation and testing	Journal	Article	2007	1	1	English	STATA JOURNAL	465-506	42	1	WOS:000254886000002	We extend our 2003 paper on instrumental variables and generalized method of moments estimation, and we test and describe enhanced routines that address heteroskedasticity- and autocorrelation-consistent standard errors, weak instruments, limited-information maximum likelihood and k-class estimation, tests for endogeneity and Ramsey's regression specification-error test, and autocorrelation tests for instrumental variable estimates and panel-data instrumental variable estimates.
52382163	WOS:000249929700006	217DX	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Fitting mixed logit models by using maximum simulated likelihood	Journal	Article	2007	1	1	English	STATA JOURNAL	388-401	14	1	WOS:000249929700006	This article describes the mixlogit Stata command for fitting mixed logit models by using maximum simulated likelihood.
52383841	WOS:000247011600001	175KD	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Modeling of responses and response times with the package cirt	Journal	Article	2007	5	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	14	1	WOS:000247011600001	In computerized testing, the test takers' responses as well as their response times on the items are recorded. The relationship between response times and response accuracies is complex and varies over levels of observation. For example, it takes the form of a tradeoff between speed and accuracy at the level of a fixed person but may become a positive correlation for a population of test takers. In order to explore such relationships and test hypotheses about them, a conjoint model is proposed. Item responses are modeled by a two-parameter normal-ogive IRT model and response times by a lognormal model. The two models are combined using a hierarchical framework based on the fact that response times and responses are nested within individuals. All parameters can be estimated simultaneously using an MCMC estimation approach. A R package for the MCMC algorithm is presented and explained.
52423247	WOS:000244067400001	134EY	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	amsrpm: Robust point matching for retention time alignment of LC/MS data with R	Journal	Article	2007	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	12	1	WOS:000244067400001	Proteomics is the study of the abundance, function and dynamics of all proteins present in a living organism, and mass spectrometry ( MS) has become its most important tool due to its unmatched sensitivity, resolution and potential for high-throughput experimentation. A frequently used variant of mass spectrometry is coupled with liquid chromatography ( LC) and is denoted as "LC/MS". It produces two-dimensional raw data, where significant distortions along one of the dimensions can occur between different runs on the same instrument, and between instruments. A compensation of these distortions is required to allow for comparisons between and inference based on different experiments. This article introduces the amsrpm software package. It implements a variant of the Robust Point Matching ( RPM) algorithm that is tailored for the alignment of LC and LC/MS experiments. Problem-specific enhancements include a specialized dissimilarity measure, and means to enforce smoothness and monotonicity of the estimated transformation function. The algorithm does not rely on pre-specified landmarks, it is insensitive towards outliers and capable of modeling nonlinear distortions. Its usefulness is demonstrated using both simulated and experimental data. The software is available as an open source package for the statistical programming language R.
52430038	WOS:000248072200002	190PV	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Maximum likelihood and two-step estimation of an ordered-probit selection model	Journal	Article	2007	1	1	English	STATA JOURNAL	167-182	16	1	WOS:000248072200002	We discuss the estimation of a regression model with an ordered-probit selection rule. We have written a Stata command, oheckman, that computes two-step and full-information rnaximum-likelihood estimates of this model. Using Monte Carlo simulations, we compare the performances of these estimators under various conditions.
52433132	WOS:000252431600001	252FE	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Inference in graphical Gaussian models with edge and vertex symmetries with the gRc package for R	Journal	Article	2007	12	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	26	1	WOS:000252431600001	In this paper we present the R package gRc for statistical inference in graphical Gausian models in which symmetry restrictions have been imposed on the concentration or partial correlation matrix. The models are represented by coloured graphs where parameters associated with edges or vertices of same colour are restricted tobeing identical. We describe algorithms for maximum likelihood estimate and discuss model selection issues. The paper illustrates the practical use of the gRc package.
52466628	WOS:000249929700003	217DX	1536-867X	1536867	NULL	NULL	NULL	NULL	NULL	Simulation-based sensitivity analysis for matching estimators	Journal	Article	2007	1	1	English	STATA JOURNAL	334-350	17	1	WOS:000249929700003	This article presents a Stata program (sensatt) that implements the sensitivity analysis for matching estimators proposed by Ichino, Mealli, and Nannicini (Journal of Applied Econometrics, forthcoming). The analysis simulates a potential confounder to assess the robustness of the estimated treatment effects with respect to deviations from the conditional independence assumption. The program uses the commands for propensity-score matching (att*) developed by Becker and Ichino (Stata Journal 2: 358-377). I give an example by using the National Supported Work demonstration, widely known in the program evaluation literature.
52510336	WOS:000252428800001	252EH	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	ks: Kernel density estimation and kernel discriminant analysis for multivariate data in R	Journal	Article	2007	10	1	English	JOURNAL OF STATISTICAL SOFTWARE	1-16	16	1	WOS:000252428800001	Kernel smoothing is one of the most widely used non-parametric data smoothing techniques. We introduce a new R package ks for multivariate kernel smoothing. Currently it contains functionality for kernel density estimation and kernel discriminant analysis. It is a comprehensive package for bandwidth matrix selection, implementing a wide range of data-driven diagonal and unconstrained bandwidth selectors.
52510757	WOS:000244068500001	134FI	1548-7660	1548766	NULL	NULL	NULL	NULL	NULL	Using R-based VOStat as a low-resolution spectrum analysis tool	Journal	Article	2007	1	1	English	JOURNAL OF STATISTICAL SOFTWARE	NULL	12	1	WOS:000244068500001	We describe here an online software suite VOStat written mainly for the Virtual Observatory, a novel structure in which astronomers share terabyte scale data. Written mostly in the public-domain statistical computing language and environment R, it can do a variety of statistical analysis on multidimensional, multi-epoch data with errors. Included are techniques which allow astronomers to start with multi-color data in the form of low-resolution spectra and select special kinds of sources in a variety of ways including color outliers. Here we describe the tool and demonstrate it with an example from Palomar-QUEST, a synoptic sky survey.
